Id,Label,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,strongcompnum,Cluster,clustering,eigencentrality,Cluter-ID
Issac Montas  ,Issac Montas  ,,101,101,202,101,101,202,2,0.526621,0.550551,0.000918,0.031547,0.031547,8,0.001007,0,0,0,0.100198,0.796262,0
Crystal Batson  ,Crystal Batson  ,,89,89,178,89,89,178,2,0.523311,0.544545,0.0007,0.028077,0.028077,5,0.000904,0,0,0,0.092697,0.708504,0
Charles,Charles,,106,106,212,106,106,212,2,0.528013,0.553053,0.00102,0.033071,0.033071,4,0.001049,0,0,0,0.097215,0.834695,0
Hashim Jutt,Hashim Jutt,,107,107,214,107,107,214,2,0.528292,0.553554,0.001029,0.033424,0.033424,2,0.001057,0,0,0,0.102275,0.843585,0
Heidi,Heidi,,87,87,174,87,87,174,2,0.522763,0.543544,0.000668,0.027413,0.027413,2,0.000887,0,0,0,0.100241,0.691854,0
Raani,Raani,,108,108,216,108,108,216,2,0.528571,0.554054,0.001041,0.033863,0.033863,3,0.001066,0,0,0,0.101073,0.854559,0
Louie,Louie,,94,94,188,94,94,188,2,0.524685,0.547047,0.000777,0.029556,0.029556,2,0.000946,0,0,0,0.099062,0.745893,0
Elsa,Elsa,,99,99,198,99,99,198,2,0.526066,0.54955,0.000854,0.03116,0.03116,2,0.000988,0,0,0,0.096887,0.786421,0
Haris hassan,Haris hassan,,99,99,198,99,99,198,2,0.526066,0.54955,0.00087,0.031252,0.031253,1,0.000988,0,0,0,0.096681,0.788647,0
Hassan,Hassan,,107,107,214,107,107,214,2,0.528292,0.553554,0.001021,0.03348,0.03348,0,0.001057,0,0,0,0.100335,0.844977,0
Noah,Noah,,91,91,182,91,91,182,2,0.523859,0.545546,0.000727,0.028623,0.028623,2,0.000921,0,0,0,0.101343,0.722471,0
Fahad Malik,Fahad Malik,,93,93,186,93,93,186,2,0.524409,0.546547,0.000789,0.028885,0.028885,8,0.000939,0,0,0,0.09654,0.729125,0
Cholily,Cholily,,100,100,200,100,100,200,2,0.526344,0.55005,0.000863,0.031562,0.031562,7,0.000997,0,0,0,0.104646,0.796463,0
Shahzada Khurram,Shahzada Khurram,,93,93,186,93,93,186,2,0.524409,0.546547,0.000777,0.029048,0.029048,2,0.000939,0,0,0,0.101683,0.733209,0
Anif Solchanudin,Anif Solchanudin,,93,93,186,93,93,186,2,0.524409,0.546547,0.00075,0.02947,0.02947,7,0.000937,0,0,0,0.098878,0.743642,0
Wasil,Wasil,,106,106,212,106,106,212,2,0.528013,0.553053,0.000984,0.033545,0.033545,4,0.001047,0,0,0,0.104043,0.846416,0
Angelina,Angelina,,104,104,208,104,104,208,2,0.527455,0.552052,0.000927,0.032929,0.032929,2,0.00103,0,0,0,0.102315,0.830927,0
Luke,Luke,,88,88,176,88,88,176,2,0.523037,0.544044,0.000688,0.027497,0.027497,8,0.000896,0,0,0,0.105277,0.694048,0
Zaib Khan,Zaib Khan,,96,96,192,96,96,192,2,0.525237,0.548048,0.000813,0.03002,0.03002,2,0.000964,0,0,0,0.105702,0.757618,0
Toni Togar,Toni Togar,,111,111,222,111,111,222,2,0.529412,0.555556,0.00112,0.034557,0.034557,4,0.001092,0,0,0,0.095168,0.872267,0
Lucas,Lucas,,80,80,160,80,80,160,2,0.520855,0.54004,0.000554,0.025416,0.025416,4,0.000827,0,0,0,0.099684,0.641438,0
Leika,Leika,,102,102,204,102,102,204,2,0.526899,0.551051,0.000915,0.032116,0.032116,8,0.001014,0,0,0,0.099786,0.81046,0
Blake,Blake,,99,99,198,99,99,198,2,0.526066,0.54955,0.000894,0.030702,0.030702,0,0.00099,0,0,0,0.102453,0.775067,0
Zain,Zain,,106,106,212,106,106,212,2,0.528013,0.553053,0.001004,0.033327,0.033327,7,0.001048,0,0,0,0.097394,0.84107,0
Abdul Hanan,Abdul Hanan,,102,102,204,102,102,204,2,0.526899,0.551051,0.00093,0.031948,0.031948,8,0.001015,0,0,0,0.096486,0.806317,0
Matloob,Matloob,,90,90,180,90,90,180,2,0.523585,0.545045,0.000712,0.028234,0.028234,2,0.000913,0,0,0,0.10437,0.712627,0
Tu Viloria  ,Tu Viloria  ,,87,87,174,87,87,174,2,0.522763,0.543544,0.000658,0.027382,0.027382,1,0.000887,0,0,0,0.10826,0.691031,0
Jamie,Jamie,,101,101,202,101,101,202,2,0.526621,0.550551,0.000916,0.031509,0.031509,2,0.001006,0,0,0,0.099802,0.795325,0
Paulina,Paulina,,107,107,214,107,107,214,2,0.528292,0.553554,0.001057,0.033124,0.033124,7,0.001059,0,0,0,0.096808,0.836107,0
Bekham,Bekham,,109,109,218,109,109,218,2,0.528851,0.554555,0.001041,0.034399,0.034399,7,0.001073,0,0,0,0.099898,0.868002,0
Lauren,Lauren,,85,85,170,85,85,170,2,0.522216,0.542543,0.000634,0.026718,0.026718,5,0.00087,0,0,0,0.09916,0.674348,0
Harriet,Harriet,,96,96,192,96,96,192,2,0.525237,0.548048,0.000809,0.030247,0.030247,7,0.000963,0,0,0,0.095833,0.763293,0
Kashif Karamt,Kashif Karamt,,106,106,212,106,106,212,2,0.528013,0.553053,0.000987,0.033434,0.033434,4,0.001048,0,0,0,0.106559,0.843697,0
Saffron,Saffron,,98,98,196,98,98,196,2,0.525789,0.549049,0.000849,0.030886,0.030886,1,0.00098,0,0,0,0.100989,0.779465,0
Engr Sid Awan,Engr Sid Awan,,101,101,202,101,101,202,2,0.526621,0.550551,0.000929,0.031322,0.031322,2,0.001007,0,0,0,0.098614,0.79057,0
Enceng Kurnia,Enceng Kurnia,,108,108,216,108,108,216,2,0.528571,0.554054,0.001044,0.03388,0.03388,1,0.001065,0,0,0,0.098477,0.854986,0
Peter,Peter,,78,78,156,78,78,156,2,0.520312,0.539039,0.000525,0.024896,0.024896,4,0.000809,0,0,0,0.097902,0.628262,0
Louis,Louis,,99,99,198,99,99,198,2,0.526066,0.54955,0.00087,0.031097,0.031097,5,0.000989,0,0,0,0.104308,0.784759,0
Lillie,Lillie,,101,101,202,101,101,202,2,0.526621,0.550551,0.000914,0.031651,0.031651,7,0.001006,0,0,0,0.1,0.798829,0
Jasper,Jasper,,94,94,188,94,94,188,2,0.524685,0.547047,0.000794,0.029346,0.029346,1,0.000947,0,0,0,0.0938,0.740798,0
Azhar,Azhar,,90,90,180,90,90,180,2,0.523585,0.545045,0.000711,0.028371,0.028371,5,0.000912,0,0,0,0.099126,0.716019,0
Orla,Orla,,91,91,182,91,91,182,2,0.523859,0.545546,0.000713,0.02873,0.02873,0,0.00092,0,0,0,0.105495,0.724995,0
Abu Bakar,Abu Bakar,,95,95,190,95,95,190,2,0.524961,0.547548,0.000792,0.029902,0.029902,5,0.000955,0,0,0,0.100336,0.754649,0
Hassan Bhatti,Hassan Bhatti,,106,106,212,106,106,212,2,0.528013,0.553053,0.001005,0.033335,0.033335,2,0.001048,0,0,0,0.092363,0.841219,0
Ahmed,Ahmed,,123,123,246,123,123,246,2,0.5328,0.561562,0.00136,0.038496,0.038496,3,0.001193,0,0,0,0.101426,0.971503,0
Abdullah Butt,Abdullah Butt,,90,90,180,90,90,180,2,0.523585,0.545045,0.00069,0.028807,0.028807,4,0.00091,0,0,0,0.102372,0.726771,0
Asad Ali,Asad Ali,,99,99,198,99,99,198,2,0.526066,0.54955,0.000879,0.031099,0.031099,3,0.000989,0,0,0,0.093383,0.784911,0
Akhtar Munir,Akhtar Munir,,84,84,168,84,84,168,2,0.521944,0.542042,0.000646,0.025894,0.025894,4,0.000864,0,0,0,0.098107,0.653688,0
Saif,Saif,,106,106,212,106,106,212,2,0.528013,0.553053,0.000993,0.033194,0.033194,6,0.001049,0,0,0,0.101348,0.837738,0
Aimee,Aimee,,92,92,184,92,92,184,2,0.524134,0.546046,0.000735,0.029225,0.029225,2,0.000928,0,0,0,0.100096,0.737502,0
Abdullah Abid,Abdullah Abid,,110,110,220,110,110,220,2,0.529131,0.555055,0.001058,0.034885,0.034885,1,0.001081,0,0,0,0.101251,0.88014,0
Conor,Conor,,89,89,178,89,89,178,2,0.523311,0.544545,0.000676,0.028329,0.028329,7,0.000903,0,0,0,0.104954,0.714785,0
Zidane,Zidane,,91,91,182,91,91,182,2,0.523859,0.545546,0.000737,0.02839,0.02839,4,0.000922,0,0,0,0.101099,0.716703,0
Danuta Caylor  ,Danuta Caylor  ,,102,102,204,102,102,204,2,0.526899,0.551051,0.000916,0.032176,0.032176,1,0.001014,0,0,0,0.100175,0.811957,0
Dusty Passarelli  ,Dusty Passarelli  ,,103,103,206,103,103,206,2,0.527177,0.551552,0.000955,0.032197,0.032197,1,0.001023,0,0,0,0.092519,0.812647,0
Wilhelmina Monsour  ,Wilhelmina Monsour  ,,100,100,200,100,100,200,2,0.526344,0.55005,0.000901,0.031123,0.031123,2,0.000998,0,0,0,0.096768,0.785607,0
Iqbal,Iqbal,,91,91,182,91,91,182,2,0.523859,0.545546,0.000712,0.028929,0.028929,2,0.00092,0,0,0,0.098168,0.730039,0
Denno,Denno,,86,86,172,86,86,172,2,0.52249,0.543043,0.000655,0.02693,0.02693,2,0.000879,0,0,0,0.102326,0.679667,0
Gabriela,Gabriela,,95,95,190,95,95,190,2,0.524961,0.547548,0.000819,0.029505,0.029505,2,0.000956,0,0,0,0.094737,0.744815,0
Kattie,Kattie,,110,110,220,110,110,220,2,0.529131,0.555055,0.001071,0.034435,0.034435,2,0.001082,0,0,0,0.102252,0.869018,0
Suleman,Suleman,,105,105,210,105,105,210,2,0.527734,0.552553,0.000958,0.033436,0.033436,1,0.001038,0,0,0,0.103114,0.843768,0
Liam,Liam,,88,88,176,88,88,176,2,0.523037,0.544044,0.000669,0.027791,0.027791,6,0.000895,0,0,0,0.100313,0.701274,0
Zeeshan,Zeeshan,,94,94,188,94,94,188,2,0.524685,0.547047,0.000762,0.029782,0.029782,6,0.000945,0,0,0,0.103638,0.751477,0
Jackson,Jackson,,105,105,210,105,105,210,2,0.527734,0.552553,0.000961,0.033216,0.033216,5,0.001039,0,0,0,0.105128,0.838162,0
Freddie,Freddie,,112,112,224,112,112,224,2,0.529692,0.556056,0.001127,0.034943,0.034943,5,0.0011,0,0,0,0.100386,0.881962,0
Vriab,Vriab,,83,83,166,83,83,166,2,0.521671,0.541542,0.000591,0.026321,0.026321,1,0.000852,0,0,0,0.105495,0.66426,0
Tobias,Tobias,,104,104,208,104,104,208,2,0.527455,0.552052,0.000946,0.032979,0.032979,4,0.00103,0,0,0,0.096527,0.832179,0
Wajeeha,Wajeeha,,106,106,212,106,106,212,2,0.528013,0.553053,0.00097,0.033606,0.033606,4,0.001047,0,0,0,0.110332,0.847953,0
William,William,,117,117,234,117,117,234,2,0.5311,0.558559,0.001253,0.036251,0.036251,7,0.001144,0,0,0,0.098438,0.915001,0
Warren,Warren,,111,111,222,111,111,222,3,0.529131,0.555389,0.001102,0.034709,0.034709,6,0.001091,0,0,0,0.103358,0.875921,0
Andrew,Andrew,,98,98,196,98,98,196,2,0.525789,0.549049,0.000837,0.031013,0.031013,4,0.000979,0,0,0,0.104776,0.782589,0
Khawaja TK Khan,Khawaja TK Khan,,103,103,206,103,103,206,2,0.527177,0.551552,0.000951,0.032235,0.032235,2,0.001023,0,0,0,0.101466,0.813567,0
Scarlet,Scarlet,,100,100,200,100,100,200,2,0.526344,0.55005,0.000897,0.031309,0.031309,5,0.000998,0,0,0,0.097172,0.790189,0
Fizza Malik,Fizza Malik,,109,109,218,109,109,218,2,0.528851,0.554555,0.00106,0.03432,0.03432,1,0.001073,0,0,0,0.098029,0.866023,0
Heri Sigu Samboja,Heri Sigu Samboja,,100,100,200,100,100,200,2,0.526344,0.55005,0.000899,0.031121,0.031121,3,0.000998,0,0,0,0.10101,0.78552,0
Umar,Umar,,98,98,196,98,98,196,2,0.525789,0.549049,0.00086,0.030491,0.030491,1,0.000982,0,0,0,0.10162,0.769595,0
Emma,Emma,,121,121,242,121,121,242,2,0.532232,0.560561,0.001327,0.037686,0.037686,8,0.001176,0,0,0,0.097934,0.951148,0
Lola,Lola,,109,109,218,109,109,218,2,0.528851,0.554555,0.001063,0.034114,0.034114,3,0.001074,0,0,0,0.099388,0.860976,0
Muhammad Khalil,Muhammad Khalil,,104,104,208,104,104,208,3,0.527177,0.551885,0.000935,0.03317,0.03317,4,0.001029,0,0,0,0.098954,0.83693,0
Hailey,Hailey,,92,92,184,92,92,184,2,0.524134,0.546046,0.000749,0.029066,0.029066,6,0.000929,0,0,0,0.096034,0.733434,0
Sanjay,Sanjay,,103,103,206,103,103,206,2,0.527177,0.551552,0.00094,0.032461,0.032461,7,0.001022,0,0,0,0.092328,0.819192,0
Harman,Harman,,98,98,196,98,98,196,2,0.525789,0.549049,0.00085,0.030751,0.030751,0,0.00098,0,0,0,0.101199,0.776071,0
Abigail,Abigail,,93,93,186,93,93,186,2,0.524409,0.546547,0.000776,0.028945,0.028945,8,0.000939,0,0,0,0.100748,0.730641,0
Olly,Olly,,106,106,212,106,106,212,2,0.528013,0.553053,0.00102,0.032939,0.032939,1,0.001049,0,0,0,0.100988,0.83145,0
Daisy,Daisy,,96,96,192,96,96,192,2,0.525237,0.548048,0.00082,0.030148,0.030148,7,0.000964,0,0,0,0.107237,0.760876,0
Macie,Macie,,111,111,222,111,111,222,2,0.529412,0.555556,0.001122,0.034577,0.034577,1,0.001092,0,0,0,0.097461,0.872662,0
Gracie,Gracie,,92,92,184,92,92,184,2,0.524134,0.546046,0.000764,0.028663,0.028663,8,0.000931,0,0,0,0.098423,0.723522,0
Allah Baksh,Allah Baksh,,117,117,234,117,117,234,2,0.5311,0.558559,0.001242,0.036479,0.036479,4,0.001142,0,0,0,0.092543,0.920643,0
Sohail,Sohail,,92,92,184,92,92,184,2,0.524134,0.546046,0.000746,0.02893,0.02893,1,0.000929,0,0,0,0.098184,0.730154,0
Keiron,Keiron,,86,86,172,86,86,172,2,0.52249,0.543043,0.000654,0.027012,0.027012,7,0.000879,0,0,0,0.099042,0.681751,0
Tayla,Tayla,,102,102,204,102,102,204,2,0.526899,0.551051,0.000909,0.032327,0.032327,8,0.001013,0,0,0,0.101922,0.815731,0
Sophia,Sophia,,92,92,184,92,92,184,2,0.524134,0.546046,0.000746,0.028962,0.028962,8,0.000929,0,0,0,0.099618,0.730904,0
Owen,Owen,,88,88,176,88,88,176,2,0.523037,0.544044,0.000685,0.027669,0.027669,2,0.000895,0,0,0,0.096134,0.698358,0
Roxie,Roxie,,94,94,188,94,94,188,2,0.524685,0.547047,0.000796,0.02932,0.02932,0,0.000947,0,0,0,0.096317,0.740103,0
Sara,Sara,,94,94,188,94,94,188,2,0.524685,0.547047,0.000816,0.029076,0.029076,3,0.000948,0,0,0,0.097003,0.733995,0
Saskia,Saskia,,102,102,204,102,102,204,2,0.526899,0.551051,0.000896,0.032486,0.032486,8,0.001012,0,0,0,0.105222,0.819678,0
Lottie,Lottie,,83,83,166,83,83,166,2,0.521671,0.541542,0.00061,0.026055,0.026055,4,0.000853,0,0,0,0.096973,0.657655,0
Sardona Siliwangi,Sardona Siliwangi,,105,105,210,105,105,210,2,0.527734,0.552553,0.000956,0.033406,0.033406,8,0.001038,0,0,0,0.098168,0.842767,0
Mus'ab Sahidi,Mus'ab Sahidi,,94,94,188,94,94,188,2,0.524685,0.547047,0.000783,0.029614,0.029614,0,0.000946,0,0,0,0.092885,0.747328,0
Faizy Yar,Faizy Yar,,94,94,188,94,94,188,2,0.524685,0.547047,0.00078,0.029702,0.029702,8,0.000946,0,0,0,0.099062,0.7495,0
Sumaiya,Sumaiya,,111,111,222,111,111,222,2,0.529412,0.555556,0.001087,0.034737,0.034737,1,0.001091,0,0,0,0.102539,0.876732,0
Tony,Tony,,103,103,206,103,103,206,2,0.527177,0.551552,0.000947,0.032281,0.032281,2,0.001023,0,0,0,0.101085,0.814655,0
Andleeb,Andleeb,,90,90,180,90,90,180,2,0.523585,0.545045,0.000724,0.028179,0.028179,2,0.000913,0,0,0,0.101873,0.711259,0
Hassaan,Hassaan,,93,93,186,93,93,186,2,0.524409,0.546547,0.000776,0.02897,0.02897,8,0.000939,0,0,0,0.100982,0.731237,0
Sibgha,Sibgha,,109,109,218,109,109,218,2,0.528851,0.554555,0.001066,0.034028,0.034028,1,0.001074,0,0,0,0.099388,0.858811,0
Sammi,Sammi,,100,100,200,100,100,200,2,0.526344,0.55005,0.000869,0.03149,0.03149,3,0.000997,0,0,0,0.103434,0.794628,0
Cody,Cody,,98,98,196,98,98,196,2,0.525789,0.549049,0.000846,0.031005,0.031005,0,0.000979,0,0,0,0.093415,0.782421,0
Murk Latif,Murk Latif,,89,89,178,89,89,178,2,0.523311,0.544545,0.00071,0.027742,0.027742,5,0.000905,0,0,0,0.100868,0.700233,0
Baharudin Soleh,Baharudin Soleh,,112,112,224,112,112,224,2,0.529692,0.556056,0.001108,0.035402,0.035402,0,0.001098,0,0,0,0.104891,0.893274,0
Riley,Riley,,97,97,194,97,97,194,2,0.525513,0.548549,0.000886,0.029674,0.029674,8,0.000975,0,0,0,0.092139,0.74918,0
Lorenzo,Lorenzo,,86,86,172,86,86,172,2,0.52249,0.543043,0.000668,0.026752,0.026752,2,0.00088,0,0,0,0.093023,0.675371,0
Casper,Casper,,98,98,196,98,98,196,2,0.525789,0.549049,0.000844,0.030784,0.030784,7,0.00098,0,0,0,0.10141,0.776905,0
Zafar,Zafar,,91,91,182,91,91,182,2,0.523859,0.545546,0.000729,0.02862,0.02862,0,0.000921,0,0,0,0.098901,0.722272,0
Lara,Lara,,99,99,198,99,99,198,2,0.526066,0.54955,0.000866,0.031051,0.031051,0,0.000989,0,0,0,0.103072,0.783661,0
Maddison,Maddison,,103,103,206,103,103,206,2,0.527177,0.551552,0.000929,0.03255,0.03255,0,0.001022,0,0,0,0.101847,0.821429,0
Ratchel,Ratchel,,106,106,212,106,106,212,2,0.528013,0.553053,0.000988,0.033486,0.033486,8,0.001047,0,0,0,0.099191,0.844995,0
Jonah,Jonah,,100,100,200,100,100,200,2,0.526344,0.55005,0.000898,0.031231,0.031231,8,0.000998,0,0,0,0.102424,0.78824,0
Irum,Irum,,89,89,178,89,89,178,2,0.523311,0.544545,0.000697,0.028022,0.028022,1,0.000904,0,0,0,0.10189,0.707295,0
Mariyam,Mariyam,,98,98,196,98,98,196,2,0.525789,0.549049,0.000887,0.030134,0.030134,1,0.000983,0,0,0,0.094887,0.760672,0
Niaz Ahmed,Niaz Ahmed,,119,119,238,119,119,238,2,0.531666,0.55956,0.001315,0.036684,0.036684,5,0.001161,0,0,0,0.09728,0.925976,0
Zeeshan Khan,Zeeshan Khan,,80,80,160,80,80,160,3,0.520584,0.539873,0.000568,0.024968,0.024968,8,0.000829,0,0,0,0.104114,0.63027,0
Esther,Esther,,89,89,178,89,89,178,2,0.523311,0.544545,0.000703,0.027854,0.027854,1,0.000905,0,0,0,0.104699,0.703019,0
Amjad,Amjad,,106,106,212,106,106,212,2,0.528013,0.553053,0.000981,0.033624,0.033624,2,0.001047,0,0,0,0.100449,0.848439,0
Maroof,Maroof,,93,93,186,93,93,186,2,0.524409,0.546547,0.000766,0.029093,0.029093,7,0.000938,0,0,0,0.101216,0.734321,0
Elijah,Elijah,,107,107,214,107,107,214,2,0.528292,0.553554,0.001006,0.033813,0.033813,6,0.001056,0,0,0,0.107036,0.853172,0
Kyran,Kyran,,106,106,212,106,106,212,2,0.528013,0.553053,0.001018,0.033007,0.033007,4,0.001049,0,0,0,0.09434,0.833125,0
Saqib,Saqib,,105,105,210,105,105,210,2,0.527734,0.552553,0.000996,0.032706,0.032706,8,0.001041,0,0,0,0.099451,0.82556,0
Mabele,Mabele,,106,106,212,106,106,212,2,0.528013,0.553053,0.000995,0.033372,0.033372,2,0.001048,0,0,0,0.10584,0.842192,0
Fawad Khan,Fawad Khan,,90,90,180,90,90,180,2,0.523585,0.545045,0.000719,0.028179,0.028179,1,0.000913,0,0,0,0.101373,0.711198,0
Reid,Reid,,77,77,154,77,77,154,3,0.519771,0.538372,0.000523,0.024027,0.024027,7,0.000803,0,0,0,0.105263,0.606489,0
Amelie,Amelie,,98,98,196,98,98,196,2,0.525789,0.549049,0.000853,0.030675,0.030675,2,0.000981,0,0,0,0.094467,0.774267,0
Jabar,Jabar,,95,95,190,95,95,190,2,0.524961,0.547548,0.000819,0.029707,0.029707,3,0.000956,0,0,0,0.094737,0.749797,0
Ada,Ada,,100,100,200,100,100,200,2,0.526344,0.55005,0.000884,0.031407,0.031407,1,0.000997,0,0,0,0.099798,0.792687,0
Aisha,Aisha,,87,87,174,87,87,174,2,0.522763,0.543544,0.000669,0.027397,0.027397,6,0.000887,0,0,0,0.098904,0.691422,0
Hollie,Hollie,,109,109,218,109,109,218,2,0.528851,0.554555,0.00108,0.033919,0.033919,4,0.001075,0,0,0,0.099218,0.856151,0
Lema,Lema,,108,108,216,108,108,216,2,0.528571,0.554054,0.001025,0.033932,0.033932,2,0.001065,0,0,0,0.106265,0.856384,0
Luka,Luka,,101,101,202,101,101,202,2,0.526621,0.550551,0.000931,0.03144,0.03144,3,0.001007,0,0,0,0.091485,0.793551,0
Burhan,Burhan,,102,102,204,102,102,204,2,0.526899,0.551051,0.00092,0.032126,0.032126,8,0.001014,0,0,0,0.103281,0.810771,0
Jahangir,Jahangir,,90,90,180,90,90,180,2,0.523585,0.545045,0.000724,0.028066,0.028066,3,0.000913,0,0,0,0.102871,0.708499,0
Salman Madni,Salman Madni,,105,105,210,105,105,210,2,0.527734,0.552553,0.001018,0.032329,0.032329,4,0.001042,0,0,0,0.097802,0.816146,0
Diya,Diya,,84,84,168,84,84,168,2,0.521944,0.542042,0.000621,0.02645,0.02645,0,0.000861,0,0,0,0.096959,0.667527,0
Salmaan,Salmaan,,108,108,216,108,108,216,2,0.528571,0.554054,0.001056,0.033473,0.033473,2,0.001067,0,0,0,0.101765,0.844954,0
Hamdaan,Hamdaan,,105,105,210,105,105,210,2,0.527734,0.552553,0.000984,0.0332,0.0332,7,0.001039,0,0,0,0.096703,0.837762,0
Tahir Qadri,Tahir Qadri,,93,93,186,93,93,186,2,0.524409,0.546547,0.000774,0.029063,0.029063,7,0.000938,0,0,0,0.093735,0.733591,0
Terrance Langone  ,Terrance Langone  ,,102,102,204,102,102,204,2,0.526899,0.551051,0.000882,0.032584,0.032584,8,0.001012,0,0,0,0.108134,0.822098,0
Mee Galli  ,Mee Galli  ,,109,109,218,109,109,218,2,0.528851,0.554555,0.001065,0.034107,0.034107,8,0.001074,0,0,0,0.102107,0.860887,0
Alesia Fain  ,Alesia Fain  ,,102,102,204,102,102,204,2,0.526899,0.551051,0.000914,0.032134,0.032134,3,0.001014,0,0,0,0.100175,0.810847,0
Aslam Kakkar,Aslam Kakkar,,103,103,206,103,103,206,2,0.527177,0.551552,0.00096,0.03196,0.03196,2,0.001024,0,0,0,0.099181,0.806732,0
Zak,Zak,,105,105,210,105,105,210,2,0.527734,0.552553,0.000951,0.033191,0.033191,0,0.001039,0,0,0,0.109707,0.837638,0
Matilda,Matilda,,100,100,200,100,100,200,2,0.526344,0.55005,0.000891,0.031411,0.031411,4,0.000997,0,0,0,0.100606,0.792641,0
Imogen,Imogen,,102,102,204,102,102,204,2,0.526899,0.551051,0.00094,0.0318,0.0318,0,0.001015,0,0,0,0.094156,0.802601,0
Thatcher,Thatcher,,86,86,172,86,86,172,2,0.52249,0.543043,0.000657,0.026842,0.026842,5,0.00088,0,0,0,0.10342,0.677562,0
Usman,Usman,,111,111,222,111,111,222,2,0.529412,0.555556,0.001068,0.035285,0.035285,6,0.001089,0,0,0,0.100737,0.890181,0
Misbah,Misbah,,97,97,194,97,97,194,3,0.525237,0.548382,0.000863,0.030048,0.030048,3,0.000974,0,0,0,0.092998,0.758476,0
Elise,Elise,,92,92,184,92,92,184,2,0.524134,0.546046,0.00074,0.029179,0.029179,7,0.000928,0,0,0,0.091973,0.736256,0
Ronan,Ronan,,91,91,182,91,91,182,2,0.523859,0.545546,0.000763,0.028079,0.028079,7,0.000923,0,0,0,0.094505,0.708826,0
Aleena,Aleena,,107,107,214,107,107,214,2,0.528292,0.553554,0.001035,0.033475,0.033475,3,0.001057,0,0,0,0.095398,0.844824,0
Faith,Faith,,103,103,206,103,103,206,2,0.527177,0.551552,0.000932,0.032554,0.032554,6,0.001022,0,0,0,0.100895,0.821473,0
Zulfiqar,Zulfiqar,,100,100,200,100,100,200,2,0.526344,0.55005,0.000897,0.031143,0.031143,2,0.000998,0,0,0,0.09697,0.786047,0
Lewis,Lewis,,95,95,190,95,95,190,2,0.524961,0.547548,0.000803,0.02987,0.02987,4,0.000955,0,0,0,0.095857,0.753892,0
Sandra,Sandra,,98,98,196,98,98,196,2,0.525789,0.549049,0.000876,0.030342,0.030342,3,0.000982,0,0,0,0.104145,0.765975,0
Engkos Kosasih,Engkos Kosasih,,127,127,254,127,127,254,2,0.533939,0.563564,0.001468,0.039512,0.039512,6,0.001227,0,0,0,0.099863,0.997248,0
Iwan Dharmawan,Iwan Dharmawan,,87,87,174,87,87,174,2,0.522763,0.543544,0.000681,0.027045,0.027045,0,0.000888,0,0,0,0.10131,0.682758,0
Shahid,Shahid,,95,95,190,95,95,190,2,0.524961,0.547548,0.000823,0.029467,0.029467,3,0.000956,0,0,0,0.096305,0.74387,0
Eihanna,Eihanna,,96,96,192,96,96,192,2,0.525237,0.548048,0.000812,0.030276,0.030276,2,0.000963,0,0,0,0.101535,0.764067,0
Fahad,Fahad,,87,87,174,87,87,174,2,0.522763,0.543544,0.00065,0.02756,0.02756,8,0.000886,0,0,0,0.103716,0.695422,0
Ismail,Ismail,,119,119,238,119,119,238,2,0.531666,0.55956,0.001265,0.037195,0.037195,0,0.001159,0,0,0,0.101695,0.938673,0
Fariiddu Khan,Fariiddu Khan,,103,103,206,103,103,206,2,0.527177,0.551552,0.000926,0.032569,0.032569,4,0.001022,0,0,0,0.09861,0.821878,0
Said Sungkar,Said Sungkar,,93,93,186,93,93,186,2,0.524409,0.546547,0.000767,0.029173,0.029173,0,0.000938,0,0,0,0.098644,0.736289,0
Carmen,Carmen,,94,94,188,94,94,188,2,0.524685,0.547047,0.000761,0.029875,0.029875,8,0.000945,0,0,0,0.10501,0.753866,0
Son Hadi,Son Hadi,,95,95,190,95,95,190,2,0.524961,0.547548,0.000808,0.02969,0.02969,0,0.000956,0,0,0,0.103247,0.749416,0
John,John,,112,112,224,112,112,224,2,0.529692,0.556056,0.001117,0.03529,0.03529,8,0.001099,0,0,0,0.107786,0.890546,0
Sarwar,Sarwar,,96,96,192,96,96,192,2,0.525237,0.548048,0.000768,0.030716,0.030716,0,0.000961,0,0,0,0.114254,0.77498,0
Ubaid,Ubaid,,99,99,198,99,99,198,2,0.526066,0.54955,0.000877,0.030955,0.030955,3,0.000989,0,0,0,0.099567,0.781376,0
Martina,Martina,,98,98,196,98,98,196,2,0.525789,0.549049,0.000868,0.030469,0.030469,4,0.000981,0,0,0,0.094467,0.769095,0
Gohar Ahmed Zai,Gohar Ahmed Zai,,102,102,204,102,102,204,2,0.526899,0.551051,0.000931,0.031933,0.031933,5,0.001015,0,0,0,0.102504,0.805965,0
Hasnain,Hasnain,,99,99,198,99,99,198,2,0.526066,0.54955,0.000864,0.031126,0.031126,8,0.000989,0,0,0,0.101422,0.785508,0
Imam Bukhori,Imam Bukhori,,114,114,228,114,114,228,2,0.530255,0.557057,0.001211,0.035212,0.035212,7,0.001118,0,0,0,0.093619,0.888823,0
Muchtar,Muchtar,,98,98,196,98,98,196,2,0.525789,0.549049,0.000879,0.030309,0.030309,1,0.000982,0,0,0,0.095098,0.765083,0
